case_id,customer_text,gold_intent,predicted_intent,intent_correct,should_escalate,escalation_reason,reply,historical_customer,historical_reply,similarity,response_type,evidence_selected,internal_leakage,artifact_leakage
VZ-074,"@VerizonSupport The router, quantum gateway upstairs wired to pc. Downstairs Xbox one to settop. Games lag. #12YearOldIsMiserable",I03,I02,False,True,Retrieved evidence did not contain a sufficiently actionable and safe historical resolution (best similarity=1.000).,Thanks for reaching out. A support agent should review the details and help determine the appropriate next step.,,,0.0,,False,False,False
VZ-075,@VerizonSupport I just got a prepaid refill card and one of the numbers has been scratched off how do I go about getting this resolved,I07,I07,True,True,Billing or payment issues may require account-specific verification.,"Thanks for reaching out. Billing and payment issues may require account-specific verification, so a support agent should review the account details with you.",@VerizonSupport I just got a prepaid refill card and one of the numbers has been scratched off how do I go about getting this resolved,"@441909 Please contact our friends @115990 for assistance with Verizon Mobile service.
^TXA",1.0,unknown,True,False,False
VZ-076,"@VerizonSupport It's more of something on my account billing, shoukd I just call support?",I07,I07,True,True,Billing or payment issues may require account-specific verification.,"Thanks for reaching out. Billing and payment issues may require account-specific verification, so a support agent should review the account details with you.","@VerizonSupport It's more of something on my account billing, shoukd I just call support?","@214401 No we can help you here with your billing or technical questions as long as the account is still open.
^ADP",0.9999999999999998,account_action,True,False,False
VZ-077,Check out my internet @55 @115725 I pay for gigabit internet. This has been my speed for the last 3 days!😡 https://t.co/GljSfyBJk9,I02,I02,True,True,Retrieved evidence did not contain a sufficiently actionable and safe historical resolution (best similarity=1.000).,Thanks for reaching out. A support agent should review the details and help determine the appropriate next step.,,,0.0,,False,False,False
VZ-078,Apparently no one @VerizonSupport or @115990 has ever heard of this device I bought yesterday at a brick and mortar Verizon store. Now I have no working home phone. https://t.co/4jZu6mX17c,I09,I09,True,True,Retrieved evidence did not contain a sufficiently actionable and safe historical resolution (best similarity=1.000).,Thanks for reaching out. A support agent should review the details and help determine the appropriate next step.,,,0.0,,False,False,False
VZ-079,@VerizonSupport it does not go red. I stream on a site called Twitch and it happens there the most. I do get disconnected offstream as well but not as often,I02,I12,False,True,"Intent is unclear, so the agent should not guess.",Thanks for reaching out. We need a little more information to understand the issue before we can provide the right next step.,,,0.0,,False,False,False
VZ-080,"I don't care what @47088 says, @115722 is a #garbageboy only good if you love being overcharged and stuck on the phone with customer service every month",I11,I07,False,True,Billing or payment issues may require account-specific verification.,"Thanks for reaching out. Billing and payment issues may require account-specific verification, so a support agent should review the account details with you.","I don't care what @47088 says, @115722 is a #garbageboy only good if you love being overcharged and stuck on the phone with customer service every month","@821618 Yikes! We do not like to see that you feel this way about us and our service. What trouble are you having with your service? We'd be glad to help. 
^HSB",0.9999999999999998,clarification,True,False,False
VZ-081,@115725 States outage will take 24 hours to repair. taking my $.5 million a year in business somewhere else I guess. No one working at site,I01,I01,True,True,Retrieved evidence did not contain a sufficiently actionable and safe historical resolution (best similarity=1.000).,Thanks for reaching out. A support agent should review the details and help determine the appropriate next step.,,,0.0,,False,False,False
VZ-082,@VerizonSupport Ok I’ll call you later love u,I12,I12,True,True,"Intent is unclear, so the agent should not guess.",Thanks for reaching out. We need a little more information to understand the issue before we can provide the right next step.,,,0.0,,False,False,False
VZ-083,"@VerizonSupport Correct. My router, direct Ethernet from your external box (no coax), all wired connections.",I03,I03,True,False,Historical troubleshooting/action evidence was sufficiently similar and suitable for grounding.,Are you able to run a speed test using the link below?,"@VerizonSupport Correct. My router, direct Ethernet from your external box (no coax), all wired connections.","@126784 Are you able to run a speed test using the link below?
^NHP
https://t.co/DvVcxbkeqo",0.9999999999999998,clarification,True,False,False
VZ-084,Hey @VerizonSupport want to fix your website so it realizes I am answering my annoying secret question?,I06,I12,False,True,"Intent is unclear, so the agent should not guess.",Thanks for reaching out. We need a little more information to understand the issue before we can provide the right next step.,,,0.0,,False,False,False
VZ-085,@VerizonSupport Spoke to a rep in your business support dept tonight (sup was Amber). Guy deserves mad kudos! A+ Service. Doesn’t get better,I12,I12,True,True,"Intent is unclear, so the agent should not guess.",Thanks for reaching out. We need a little more information to understand the issue before we can provide the right next step.,,,0.0,,False,False,False
VZ-086,"@VerizonSupport She’s the one on the phone, so I think your customer service team is just too poorly managed to assist",I11,I11,True,True,Customer complaint requires human support intervention.,We're sorry for the frustration. This needs to be reviewed by a human support agent so they can look into the issue and assist you directly.,"@VerizonSupport She’s the one on the phone, so I think your customer service team is just too poorly managed to assist","@634194 If she still needs help when she is done, please have her reach out to us. 
^TXA",1.0,unknown,True,False,False
VZ-087,"@VerizonSupport Im not sick in bed, im sick as in FED UP with your TERRIBLE customer service! Or are you seriously pretending you dont have my phone number?",I11,I03,False,False,Historical troubleshooting/action evidence was sufficiently similar and suitable for grounding.,"Thanks for reaching out. We found a related historical case, but it does not provide enough actionable information to safely recommend a fix. A support agent should review this.","@VerizonSupport Im not sick in bed, im sick as in FED UP with your TERRIBLE customer service! Or are you seriously pretending you dont have my phone number?","@714172 Please call 1-800-837-4966 to speak with a Live agent. 
^TDC",1.0,unknown,True,True,False
VZ-088,"@VerizonSupport DSL issue in Boston area zip 02119. Restarted modem several times, connects for 2-3 minutes then out. No red light on modem",I03,I03,True,False,Historical troubleshooting/action evidence was sufficiently similar and suitable for grounding.,"Thanks for reaching out. We found a related historical case, but it does not provide enough actionable information to safely recommend a fix. A support agent should review this.","@VerizonSupport DSL issue in Boston area zip 02119. Restarted modem several times, connects for 2-3 minutes then out. No red light on modem",@737384 Let's work on this! Please follow and DM us at your convenience. ^DDD,1.0,escalation,True,True,False
VZ-089,@VerizonSupport you asked me to DM you about my DVR,I12,I04,False,False,Historical troubleshooting/action evidence was sufficiently similar and suitable for grounding.,"Thanks for reaching out. We found a related historical case, but it does not provide enough actionable information to safely recommend a fix. A support agent should review this.",@VerizonSupport you asked me to DM you about my DVR,"@201376 Yes please.  Once you send us the DM, we can get started. ^BCW",1.0000000000000002,unknown,True,True,False
VZ-090,@VerizonSupport shocking. another no show. you people care about nothing but the check. which i will not send until you fix this,I08,I08,True,True,Installation or technician scheduling requires account-specific action.,"Thanks for reaching out. Installation and technician scheduling require account-specific assistance, so a support agent should review the details with you.",,,0.0,,False,False,False
VZ-091,"@VerizonSupport Yes, its very odd, my speeds are blazing fast, games are good, everything but YouTube.",I02,I02,True,True,Retrieved evidence did not contain a sufficiently actionable and safe historical resolution (best similarity=1.000).,Thanks for reaching out. A support agent should review the details and help determine the appropriate next step.,,,0.0,,False,False,False
VZ-092,@VerizonSupport Hi 👋🏻 How do I disenroll from Voice Mail to Text? I didn't request it 😳,I09,I09,True,False,Historical troubleshooting/action evidence was sufficiently similar and suitable for grounding.,Are you referring to your wireless device or home service?,@VerizonSupport Hi 👋🏻 How do I disenroll from Voice Mail to Text? I didn't request it 😳,"@240578 Are you referring to your wireless device or home service?
^JAY",0.9999999999999998,clarification,True,False,False
VZ-093,"@VerizonSupport using NBCsports app on Samsung tablet to watch premier league, but FIOS back-end authorization page apparently broken.",I06,I12,False,True,"Intent is unclear, so the agent should not guess.",Thanks for reaching out. We need a little more information to understand the issue before we can provide the right next step.,,,0.0,,False,False,False
VZ-094,@115722 Everytime I do a speed test on your website it fails at 95%,I02,I02,True,False,Historical troubleshooting/action evidence was sufficiently similar and suitable for grounding.,Can you try to run it from a different browser?,@115722 Everytime I do a speed test on your website it fails at 95%,@192827 Can you try to run it from a different browser? ^BCW,0.9999999999999998,clarification,True,False,False
VZ-095,@VerizonSupport no internet,I01,I01,True,False,Historical troubleshooting/action evidence was sufficiently similar and suitable for grounding.,"Good evening, was this an issue with your home or cell internet?",@115725 what’s up no internet?!,"@204931 Good evening, was this an issue with your home or cell internet? ^RMD",1.0,clarification,True,False,False
VZ-096,@115990 do you guys have any good deals right now? @comcastcares is horrible and are not providing me with any good service at all!!!,I12,I12,True,True,"Intent is unclear, so the agent should not guess.",Thanks for reaching out. We need a little more information to understand the issue before we can provide the right next step.,,,0.0,,False,False,False
VZ-097,@115725 The worst customer service I have ever seen. Nothing but broken promises and more lies. Thank you Verizon,I11,I11,True,True,Customer complaint requires human support intervention.,We're sorry for the frustration. This needs to be reviewed by a human support agent so they can look into the issue and assist you directly.,@115725 The worst customer service I have ever seen. Nothing but broken promises and more lies. Thank you Verizon,"@212999 What makes you feel this way?
^TNT",1.0,clarification,True,False,False
VZ-098,Are you serious!? @115955 we have been with no internet or cable for almost 24 hours now!? WTH!? #SwitchingtoFios @115722,I01,I01,True,False,Historical troubleshooting/action evidence was sufficiently similar and suitable for grounding.,We understand how important it is to have an internet connection. Our techs will work to get it up and running as soon as is possible.,@115990 How much more can I say. Called yesterday. Outside line problem. NO INTERNET. 24 48 hours before I get a connection. #Terrible,@650235 We understand how important it is to have an internet connection. Our techs will work to get it up and running as soon as is possible. ^KMG,0.364340696674188,troubleshooting,True,False,False
VZ-099,@VerizonSupport When I'm on my devices I expect speeds faster than 1... Really closer to 50. Time to switch providers I guess,I02,I02,True,True,Retrieved evidence did not contain a sufficiently actionable and safe historical resolution (best similarity=1.000).,Thanks for reaching out. A support agent should review the details and help determine the appropriate next step.,,,0.0,,False,False,False
VZ-100,".@VerizonSupport no #PowerfulAnswers from you today. Thankful family member is #Teamiphone @115858 allowing me to use hotspot so I can work while on call. Let's see what happens at 8am, #PowerfulAnswers then? Hope technician is competent. https://t.co/6cagkict5d",I08,I08,True,True,Installation or technician scheduling requires account-specific action.,"Thanks for reaching out. Installation and technician scheduling require account-specific assistance, so a support agent should review the details with you.",".@VerizonSupport no  #PowerfulAnswers from you today. Thankful family member is #Teamiphone @115858  allowing me to use hotspot so I can work while on call. Let's see what happens at 8am, #PowerfulAnswers then? Hope technician is competent. https://t.co/6cagkict5d","@766172 It would be our pleasure to assist
^BAB",1.0,unknown,True,False,False
VZ-101,Oh God I'm going to be so hungover when Verizon shows up to fix my internet at 8am but what else was there to do with no internet??,I01,I01,True,False,Historical troubleshooting/action evidence was sufficiently similar and suitable for grounding.,Oh no! Are you going to make the appointment time?,Oh God I'm going to be so hungover when Verizon shows up to fix my internet at 8am but what else was there to do with no internet??,"@209632 Oh no! Are you going to make the appointment time? 
^BAB",1.0,clarification,True,False,False
VZ-102,@VerizonSupport No. I’m experiencing really slow speeds and it’s really frustrating,I02,I02,True,False,Historical troubleshooting/action evidence was sufficiently similar and suitable for grounding.,What speeds are you getting?,@VerizonSupport No. I’m experiencing really slow speeds and it’s really frustrating,"@440473 What speeds are you getting?
^JAY",1.0000000000000002,clarification,True,False,False
VZ-103,"@115725 One interface tells me that I don’t have voicemail active, the other tells me it is active. One allows scheduling DND, one does not.",I09,I09,True,False,Historical troubleshooting/action evidence was sufficiently similar and suitable for grounding.,Is this for your Verizon residential or Verizon wireless mobile?,"@115725 One interface tells me that I don’t have voicemail active, the other tells me it is active. One allows scheduling DND, one does not.","@236754 Is this for your Verizon residential or Verizon wireless mobile?

^ADP",1.0,clarification,True,False,False
VZ-104,@VerizonSupport my phone service has no dial tone,I09,I09,True,True,Retrieved evidence did not contain a sufficiently actionable and safe historical resolution (best similarity=1.000).,Thanks for reaching out. A support agent should review the details and help determine the appropriate next step.,,,0.0,,False,False,False
VZ-105,@403678 @368079 @115725 @VerizonSupport @119038 I upgraded to get 8 down and 2 up FeelsBadMan,I02,I07,False,True,Billing or payment issues may require account-specific verification.,"Thanks for reaching out. Billing and payment issues may require account-specific verification, so a support agent should review the account details with you.",@403678 @368079 @115725 @VerizonSupport @119038 I upgraded to get 8 down and 2 up FeelsBadMan,@403677 Are you having an issue with your service? Let u know. We like to help. ^KMG,1.0000000000000002,clarification,True,False,False
VZ-106,@VerizonSupport I believe my home phone is down do 2 an outage. Your website says no but others are having the same problem. Area code 516,I09,I09,True,True,Retrieved evidence did not contain a sufficiently actionable and safe historical resolution (best similarity=1.000).,Thanks for reaching out. A support agent should review the details and help determine the appropriate next step.,,,0.0,,False,False,False
VZ-107,"@VerizonSupport The outage checker says my area has Fios services, but I still don't have my service back.",I01,I01,True,True,Retrieved evidence did not contain a sufficiently actionable and safe historical resolution (best similarity=1.000).,Thanks for reaching out. A support agent should review the details and help determine the appropriate next step.,,,0.0,,False,False,False
VZ-108,@VerizonSupport having issues accessing hbogo,I06,I04,False,True,Retrieved evidence did not contain a sufficiently actionable and safe historical resolution (best similarity=1.000).,Thanks for reaching out. A support agent should review the details and help determine the appropriate next step.,,,0.0,,False,False,False
VZ-109,"Constant outages, highrental fees, overly priced packages&amp;now SUPER limited channels,can’t wait for fios hookup @Ask_Spectrum cc: @72171 https://t.co/wXIcDYcMYM",I12,I07,False,True,Billing or payment issues may require account-specific verification.,"Thanks for reaching out. Billing and payment issues may require account-specific verification, so a support agent should review the account details with you.","Constant outages, highrental fees, overly priced packages&amp;now SUPER limited channels,can’t wait for fios hookup @Ask_Spectrum cc: @72171 https://t.co/wXIcDYcMYM","@317287 Sounds like it is time to join the Fios team! Availability and deals can be checked here https://t.co/Xh7BOL3CVQ 
^HSB",1.0,troubleshooting,True,False,False
VZ-110,@230557 @VerizonSupport Happens to me daily &amp; I’m with T-Mobile &amp; have been 13 years &amp; counting. They said “Use Mr Number as a block app or change my number.” Mr Number allows you to add the number to a block list but they can still leave voicemail. It’s bullshit.,I09,I09,True,False,Historical troubleshooting/action evidence was sufficiently similar and suitable for grounding.,"Thanks for reaching out. We found a related historical case, but it does not provide enough actionable information to safely recommend a fix. A support agent should review this.",@230557 @VerizonSupport Happens to me daily &amp; I’m with T-Mobile &amp; have been 13 years &amp; counting. They said “Use Mr Number as a block app or change my number.” Mr Number allows you to add the number to a block list but they can still leave voicemail. It’s bullshit.,"@814901 Let me partner you with our Verizon Wireless team @115990.  
^CAR",1.0000000000000002,unknown,True,True,False
VZ-111,@VerizonSupport i finally got lucky after 6 tries which a disgrace and a joke...this gentlemen is finally helping me out and i will speak with a supervisor next to hopefully resolve my complaint. Stop telling your customers that you do not have previous records because i know you do,I11,I11,True,True,Customer complaint requires human support intervention.,We're sorry for the frustration. This needs to be reviewed by a human support agent so they can look into the issue and assist you directly.,,,0.0,,False,False,False
VZ-112,2nd time in 5 days that there's been a @115725 outage at this exact time! Making us wait 3 hours to fix it is ridiculous!😡 @VerizonSupport,I01,I01,True,True,Retrieved evidence did not contain a sufficiently actionable and safe historical resolution (best similarity=1.000).,Thanks for reaching out. A support agent should review the details and help determine the appropriate next step.,,,0.0,,False,False,False
VZ-113,"@VerizonSupport no, where might I find that",I12,I12,True,True,"Intent is unclear, so the agent should not guess.",Thanks for reaching out. We need a little more information to understand the issue before we can provide the right next step.,,,0.0,,False,False,False
VZ-114,@115722 @VerizonSupport U guys let an unauthorized person make changes to my account because they had my Acct #. Are u kidding me? WTF?,I10,I10,True,True,Account fraud or unauthorized activity requires human review.,"Thanks for flagging this. Because this involves potential unauthorized activity, a human support agent should review the account securely.",@115722 @VerizonSupport U guys let an unauthorized person make changes to my account because they had my Acct #. Are u kidding me? WTF?,@451616 Let's investigate this. Please follow and DM us at your convenience. ^DDD,1.0000000000000002,escalation,True,False,False
VZ-115,@VerizonSupport Internet working just no major tv stations including FS1 which the game is on. Be prepared for mayhem if it isn’t fixed in next 8 minutes,I04,I04,True,False,Historical troubleshooting/action evidence was sufficiently similar and suitable for grounding.,"Thanks for reaching out. We found a related historical case, but it does not provide enough actionable information to safely recommend a fix. A support agent should review this.",@VerizonSupport Internet working just no major tv stations including FS1 which the game is on. Be prepared for mayhem if it isn’t fixed in next 8 minutes,"@470712 Please follow and DM us we will take a closer look at it for you.
^TNT",1.0,escalation,True,True,False
VZ-116,Major fail today with #att #DIRECTV installation @ATT @117735 never happened!! #brokenpromises #sad there always #Verizon @115725,I08,I08,True,True,Installation or technician scheduling requires account-specific action.,"Thanks for reaching out. Installation and technician scheduling require account-specific assistance, so a support agent should review the details with you.",Major fail today with #att #DIRECTV installation @ATT @117735 never happened!!  #brokenpromises #sad there always #Verizon @115725,"@302246 We'd love to have you in the Fios family! Please check here for availability: https://t.co/TmDtkNCF2T 
^HSB",1.0,troubleshooting,True,False,False
VZ-117,"@VerizonSupport I did. It said all should be good. Router shows red globe icon, router webpage shows no connection. Power cycled, retightened cable.",I01,I01,True,False,Historical troubleshooting/action evidence was sufficiently similar and suitable for grounding.,"Oh no, Do you know where the Battery Backup unit is located?",@VerizonSupport is the internet down in my area or is there something wrong with my router? turn this red globe back to white please,"@469002 Oh no, Do you know where the Battery Backup unit is located? 
^FEM",0.3445746943073612,clarification,True,False,False
VZ-118,"@VerizonSupport Can confirm 2 other devices connected but not in use. ...This is also me 20ft closer to the router. Better, but still 35-40% poorer than promised. https://t.co/9v7533D3xn",I02,I03,False,False,Historical troubleshooting/action evidence was sufficiently similar and suitable for grounding.,Can you perform a factory reset on the router?,"@VerizonSupport Can confirm 2 other devices connected but not in use. ...This is also me 20ft closer to the router. Better, but still 35-40% poorer than promised. https://t.co/9v7533D3xn",@813179 Can you perform a factory reset on the router?  ^CAR,1.0,clarification,True,False,False
VZ-119,Canceling cable and just doing internet. Do I use @115722 or @116136,I12,I04,False,False,Historical troubleshooting/action evidence was sufficiently similar and suitable for grounding.,Check out this link.,Canceling cable and just doing internet. Do I use @115722 or @116136,@703823 Check out this link. https://t.co/wh3rm8bPhY  ^CAR,1.0,troubleshooting,True,False,False
VZ-120,@VerizonSupport Yes I have all three services with Verizon. Just upgraded to the highest internet speed about a week ago.,I12,I02,False,True,Retrieved evidence did not contain a sufficiently actionable and safe historical resolution (best similarity=1.000).,Thanks for reaching out. A support agent should review the details and help determine the appropriate next step.,,,0.0,,False,False,False
VZ-121,"@VerizonSupport This is what I have acces too, and the Verizon provided router https://t.co/cByr5fattm",I03,I03,True,False,Historical troubleshooting/action evidence was sufficiently similar and suitable for grounding.,Perfect! Can you hold down the Alarm Silence button for 15 seconds? Wait 5 minutes afterwards to see if services return.,"@VerizonSupport This is what I have acces too, and the Verizon provided router https://t.co/cByr5fattm",@719244 Perfect! Can you hold down the Alarm Silence button for 15 seconds? Wait 5 minutes afterwards to see if services return. ^DDD,1.0000000000000002,clarification,True,False,False
VZ-122,@VerizonSupport Switch the 2-yr contract that’s not even supposed to be a thing to a normal payment plan. Was told 5 different things and multiple tickets.,I07,I07,True,True,Billing or payment issues may require account-specific verification.,"Thanks for reaching out. Billing and payment issues may require account-specific verification, so a support agent should review the account details with you.",@VerizonSupport Switch the 2-yr contract that’s not even supposed to be a thing to a normal payment plan. Was told 5 different things and multiple tickets.,"@663023 Please DM us the details and we will take a closer look at it for you.
^TNT",1.0,escalation,True,False,False
VZ-123,@VerizonSupport Please contact me ASAP. Your field reps signed me up for Fios service this weekend but your online team says it was fraud,I10,I10,True,True,Account fraud or unauthorized activity requires human review.,"Thanks for flagging this. Because this involves potential unauthorized activity, a human support agent should review the account securely.",@VerizonSupport Please contact me ASAP. Your field reps signed me up for Fios service this weekend but your online team says it was fraud,"@208379 Oh no!! How can we assist youwith this? 
^TDC",1.0,clarification,True,False,False
VZ-124,@VerizonSupport this is the second week in a row where you took an unauthorized payment out of my bank account.,I10,I10,True,True,Account fraud or unauthorized activity requires human review.,"Thanks for flagging this. Because this involves potential unauthorized activity, a human support agent should review the account securely.",@VerizonSupport this is the second week in a row where you took an unauthorized payment out of my bank account.,"@361461 We are sorry to hear this. Did it take the payment out from your funds? Sometimes it will show a auto correction and look like 2 payments, but the other transaction amount did not come out.
^ADP",1.0,clarification,True,False,False
VZ-125,@VerizonSupport Insanely slow doesnt even reach half my house goes out multiple times a day for no reason and gives me a fifth the download speed i pay for,I02,I02,True,False,Historical troubleshooting/action evidence was sufficiently similar and suitable for grounding.,"Thanks for reaching out. We found a related historical case, but it does not provide enough actionable information to safely recommend a fix. A support agent should review this.",@VerizonSupport Insanely slow doesnt even reach half my house goes out multiple times a day for no reason and gives me a fifth the download speed i pay for,@502900 Could you connect with a wired device and run a speed test for us then post the results please. ^RMD,0.9999999999999996,unknown,True,True,False
VZ-126,@VerizonSupport how can I directly connect? Do you know why I have such slow speed?,I02,I02,True,False,Historical troubleshooting/action evidence was sufficiently similar and suitable for grounding.,No worries if you don't have any Ethernet connected devices. Can you install the My Fios app on any of your mobile devices?,@VerizonSupport how can I directly connect? Do you know why I have such slow speed?,@382964 No worries if you don't have any Ethernet connected devices. Can you install the My Fios app on any of your mobile devices? ^DDD,1.0,clarification,True,False,False
VZ-127,Why am I still with @VerizonSupport if I can't even stream @115940 in my own home... Seriously 5mbps?,I02,I12,False,True,"Intent is unclear, so the agent should not guess.",Thanks for reaching out. We need a little more information to understand the issue before we can provide the right next step.,,,0.0,,False,False,False
VZ-128,"@VerizonSupport I put an order in last night, an iPad, to get the $250 off deal. Today my credit card company decided to say it's fraud",I10,I10,True,True,Account fraud or unauthorized activity requires human review.,"Thanks for flagging this. Because this involves potential unauthorized activity, a human support agent should review the account securely.","@VerizonSupport I put an order in last night, an iPad, to get the $250 off deal. Today my credit card company decided to say it's fraud","@355314 Let us partner you with our Verizon Wireless Team @115990.  We will get this over to them for you. 
^FEM",1.0,unknown,True,False,False
VZ-129,@VerizonSupport Was adding cable already previous internet service but Maybe have a rational customer service representative call me?,I12,I04,False,False,Historical troubleshooting/action evidence was sufficiently similar and suitable for grounding.,"Thanks for reaching out. We found a related historical case, but it does not provide enough actionable information to safely recommend a fix. A support agent should review this.",@VerizonSupport Was adding cable already previous internet service but Maybe have a rational customer service representative call me?,"@199723 Please follow and DM us. 
^ACM",1.0,escalation,True,True,False
VZ-130,@VerizonSupport There's two possibilities: either charging to replace defective equipment or standing by your service and products by replacing defective equipment as a courtesy to your subscribed customer.,I03,I03,True,True,Retrieved evidence did not contain a sufficiently actionable and safe historical resolution (best similarity=1.000).,Thanks for reaching out. A support agent should review the details and help determine the appropriate next step.,,,0.0,,False,False,False
VZ-131,@115725 @VerizonSupport @115722 @115990 WORST CUSTOMER SERVICE EVER. You should be fined the amount of minutes I have been left on hold. (3+ hours)for a problem your computers caused. I just gave up.,I11,I11,True,True,Customer complaint requires human support intervention.,We're sorry for the frustration. This needs to be reviewed by a human support agent so they can look into the issue and assist you directly.,@115725 @VerizonSupport @115722 @115990 WORST CUSTOMER SERVICE EVER.  You should be fined the amount of minutes I have been left on hold. (3+ hours)for a problem your computers caused. I just gave up.,"@133774 Oh no!!  Is this for residential or wireless phone service?
^TDC",1.0,clarification,True,False,False
VZ-132,@VerizonSupport Now 90 minutes btw... Internet down for several hours despite router reset,I01,I01,True,False,Historical troubleshooting/action evidence was sufficiently similar and suitable for grounding.,"Is the internet light currently lit on your router? If so, what color is it? Also, do you have Fios or DSL with us?",@VerizonSupport Now 90 minutes btw... Internet down for several hours despite router reset,"@365132 Is the internet light currently lit on your router? If so, what color is it? Also, do you have Fios or DSL with us?
^HSB",1.0,clarification,True,False,False
VZ-133,"@115722 worst cust svc agent closing""Happy Thanksgiving despite inability to fix issue until next week-sarcasm not appreciated",I11,I11,True,True,Customer complaint requires human support intervention.,We're sorry for the frustration. This needs to be reviewed by a human support agent so they can look into the issue and assist you directly.,"@115722  worst cust svc agent closing""Happy Thanksgiving despite inability to fix issue until next week-sarcasm not appreciated",@285305 We're here for you Naomie! How can we assist? ^DDG,1.0,clarification,True,False,False
VZ-134,@VerizonSupport been trying to become a customer for nearly a month but apparently im a fraud so I guess ill try @ATT ?,I10,I10,True,True,Account fraud or unauthorized activity requires human review.,"Thanks for flagging this. Because this involves potential unauthorized activity, a human support agent should review the account securely.",@VerizonSupport been trying to become a customer for nearly a month but apparently im a fraud so I guess ill try @ATT ?,"@291894 Bobby, Are you trying to setup wireless or home service with us?
^NHP",1.0,clarification,True,False,False
VZ-135,"@VerizonSupport Yes, I think it’s next to the router",I03,I03,True,False,Historical troubleshooting/action evidence was sufficiently similar and suitable for grounding.,There should be an ONT reset button. Hold that down for 15 seconds.,"@VerizonSupport Yes, I think it’s next to the router","@559182 There should be an ONT reset button. Hold that down for 15 seconds. 
^TXA",0.9999999999999998,troubleshooting,True,False,False
VZ-136,"@VerizonSupport Please tell me that this # I got on my Voice Mail was from your helpline? ""1-800-754-0961"" is this a real # that contacted me and can it be trusted? I really don't want scammed and am looking forward to your reply. Thank you. #help",I10,I10,True,True,Account fraud or unauthorized activity requires human review.,"Thanks for flagging this. Because this involves potential unauthorized activity, a human support agent should review the account securely.",@VerizonSupport I have 13 plus GB of rollover data and last month after paying to renew I got zero data #fraud,"@669359 We'll refer this to our wireless colleagues @115990 since we handle Fios and DSL accounts. 
^HSB",0.3150022208184886,account_action,True,False,False
VZ-137,@115722 Second outage in a week. I’d like to know when it will be fixed and how I will be compensated! Phone wait is too long.,I01,I01,True,True,Retrieved evidence did not contain a sufficiently actionable and safe historical resolution (best similarity=1.000).,Thanks for reaching out. A support agent should review the details and help determine the appropriate next step.,,,0.0,,False,False,False
VZ-138,I’m a long time @115722 customer and as a reward for being loyal &amp; trying to update bundle I get +$40 &amp; $50fee to return old eqpmnt😤,I07,I07,True,True,Billing or payment issues may require account-specific verification.,"Thanks for reaching out. Billing and payment issues may require account-specific verification, so a support agent should review the account details with you.",I’m a long time @115722 customer and as a reward for being loyal &amp; trying to update bundle I get +$40 &amp; $50fee to return old eqpmnt😤,"@457122 Did the increase happen with a contract renewal or with an upgrade of service?
^HSB",1.0,clarification,True,False,False
VZ-139,@VerizonSupport I upgrade from 150/150 to the Gigabit. I already have the Quantam router. I selected to upgrade for next 12 months. It didn't give me a day.,I08,I03,False,False,Historical troubleshooting/action evidence was sufficiently similar and suitable for grounding.,"Thanks for reaching out. We found a related historical case, but it does not provide enough actionable information to safely recommend a fix. A support agent should review this.",@VerizonSupport I upgrade from 150/150 to the Gigabit. I already have the Quantam router. I selected to upgrade for next 12 months. It didn't give me a day.,"@169479 Awesome! We were going to ask if you received an order confirmation. If you run into any trouble tomorrow we are just a tweet away. 
^HSB",1.0,unknown,True,True,False
VZ-140,@VerizonSupport They're fine. I just had FiOS installed. This only happens when viewing on demand,I04,I08,False,True,Installation or technician scheduling requires account-specific action.,"Thanks for reaching out. Installation and technician scheduling require account-specific assistance, so a support agent should review the details with you.",@VerizonSupport They're fine. I just had FiOS installed. This only happens when viewing on demand,@796745 Thank you. Have you already tried rebooting both the router and set top box? ^DDD,1.0,clarification,True,False,False
VZ-141,Note to self: never get @115725 internet again. #Trash,I12,I12,True,True,"Intent is unclear, so the agent should not guess.",Thanks for reaching out. We need a little more information to understand the issue before we can provide the right next step.,,,0.0,,False,False,False
VZ-142,Does @VerizonSupport not have live chat anymore online?,I12,I12,True,True,"Intent is unclear, so the agent should not guess.",Thanks for reaching out. We need a little more information to understand the issue before we can provide the right next step.,,,0.0,,False,False,False
VZ-143,@VerizonSupport Dm?,I12,I12,True,True,"Intent is unclear, so the agent should not guess.",Thanks for reaching out. We need a little more information to understand the issue before we can provide the right next step.,,,0.0,,False,False,False
VZ-144,"@VerizonSupport No dsl got a new router, phones work in outlets but not internet Modem light for dsl stays red. Were told no issues in lines",I03,I03,True,False,Historical troubleshooting/action evidence was sufficiently similar and suitable for grounding.,"Thanks for reaching out. We found a related historical case, but it does not provide enough actionable information to safely recommend a fix. A support agent should review this.","@VerizonSupport No dsl got a new router, phones work in outlets but not internet Modem light for dsl stays red. Were told no issues in lines",@532174 Let's work on it! Please follow and DM us at your convenience. ^DDD,1.0,escalation,True,True,False
