tweet_id,created_at,text,clean_text,cluster
390602,Mon Oct 09 15:30:22 +0000 2017,@VerizonSupport my wifi is extremely slow currently compared to usually . What can I do to fix it?,my wifi is extremely slow currently compared to usually . what can i do to fix it?,10
390996,Mon Oct 09 15:43:14 +0000 2017,@VerizonSupport web bill pay appears to be down. I'm unable to load the login page. When will this be resolved?,web bill pay appears to be down. i'm unable to load the login page. when will this be resolved?,10
390987,Mon Oct 09 15:51:11 +0000 2017,@115722 customer service is deteriorating.,customer service is deteriorating.,8
387784,Mon Oct 09 15:59:32 +0000 2017,@VerizonSupport Well.... installer fell and busted water pipe.   Water everywhere.   Now no water running. https://t.co/XXoHVoOLZM,well.... installer fell and busted water pipe. water everywhere. now no water running.,10
391406,Mon Oct 09 16:00:55 +0000 2017,@VerizonSupport No thanks! Too late. You guys messed up. Someone on your end cancelled my appt. I have no time for this bs,no thanks! too late. you guys messed up. someone on your end cancelled my appt. i have no time for this bs,10
391404,Mon Oct 09 16:04:26 +0000 2017,@VerizonSupport I just spent almost 2 hrs on the phone with customer service. Unless you can get someone here today when my original appt was scheduled,i just spent almost 2 hrs on the phone with customer service. unless you can get someone here today when my original appt was scheduled,8
391398,Mon Oct 09 16:12:39 +0000 2017,"@VerizonSupport Unfortunately, yes","unfortunately, yes",4
391970,Mon Oct 09 16:13:35 +0000 2017,@VerizonSupport I'm having trouble accessing my fios account,i'm having trouble accessing my fios account,3
391960,Mon Oct 09 16:16:14 +0000 2017,Hey @115722 is there an outage in Queens NY?,hey is there an outage in queens ny?,11
391966,Mon Oct 09 16:17:01 +0000 2017,@115725 the worst idea ever to charge someone a fee for already having service. Like let me upgrade and pay 30$ just bc I got a new phone,the worst idea ever to charge someone a fee for already having service. like let me upgrade and pay 30$ just bc i got a new phone,7
391956,Mon Oct 09 16:18:09 +0000 2017,@VerizonSupport I’m unable to connect to the internet. Did all the troubleshooting steps in the app. Rebooted router. Now red globe.,i’m unable to connect to the internet. did all the troubleshooting steps in the app. rebooted router. now red globe.,9
392422,Mon Oct 09 16:30:00 +0000 2017,"Hey @VerizonSupport, any reason my text messages are sending this morning in #Wichita?","hey , any reason my text messages are sending this morning in wichita?",11
392425,Mon Oct 09 16:30:49 +0000 2017,@115722 your service sucks!  What am I paying for? https://t.co/hJZ23oZRJx,your service sucks! what am i paying for?,10
392420,Mon Oct 09 16:31:16 +0000 2017,@VerizonSupport having a hard time with my completed online order. Is there an email I can contact with my problem?,having a hard time with my completed online order. is there an email i can contact with my problem?,10
392414,Mon Oct 09 16:33:06 +0000 2017,"@115725 just got hung up on, customer over 25 years just looking for information, time to move on..","just got hung up on, customer over 25 years just looking for information, time to move on..",6
392412,Mon Oct 09 16:36:54 +0000 2017,@VerizonSupport Would rather take my five lines and move on,would rather take my five lines and move on,10
392400,Mon Oct 09 16:36:58 +0000 2017,Sooo basically what I'm trying to say here is get it the fuck together @115725 ... @249  you rule.,sooo basically what i'm trying to say here is get it the fuck together ... you rule.,10
392417,Mon Oct 09 16:37:44 +0000 2017,@VerizonSupport Made a purchase and it was undeliverable. Hoping to reroute it to a work address or pick it up at the UPS facility,made a purchase and it was undeliverable. hoping to reroute it to a work address or pick it up at the ups facility,10
392416,Mon Oct 09 16:43:29 +0000 2017,@VerizonSupport It is for a smartwatch.,it is for a smartwatch.,10
392832,Mon Oct 09 16:44:30 +0000 2017,Not what the rep said when I called. @115725 @VerizonSupport https://t.co/hcAqmBIVTt,not what the rep said when i called.,10
393254,Mon Oct 09 16:49:59 +0000 2017,1 hour. On hold. @115725 and @VerizonSupport must think this is the way to provide customer service. #verizonsucks,1 hour. on hold. and must think this is the way to provide customer service. verizonsucks,8
392424,Mon Oct 09 16:50:20 +0000 2017,@VerizonSupport Yes. We reset our brand new router regularly. Also the set box. I watch movies on Apple TV instead of FIOS because there's always a problem,yes. we reset our brand new router regularly. also the set box. i watch movies on apple tv instead of fios because there's always a problem,9
393250,Mon Oct 09 16:54:48 +0000 2017,Hey @115725 is service affected in the napa valley because of the fire?,hey is service affected in the napa valley because of the fire?,11
391941,Mon Oct 09 16:59:02 +0000 2017,@VerizonSupport nah...just paying for starz...not used to such a high bill. 😨,nah...just paying for starz...not used to such a high bill. 😨,6
393248,Mon Oct 09 16:59:13 +0000 2017,@209143 @115725 @18749 Service is out in most areas is out. Yountville has not been evacuated they are still safe,service is out in most areas is out. yountville has not been evacuated they are still safe,8
393242,Mon Oct 09 17:02:03 +0000 2017,@VerizonSupport Tiffany in your CS division needs to slow her role and keep her attitude in check.,tiffany in your cs division needs to slow her role and keep her attitude in check.,10
393246,Mon Oct 09 17:05:42 +0000 2017,"@115722 @verizonsupport TV, web, phone out 2 days. Hours past my repairman slot. Rainy day - good day for work but can't. :/ #verizon","tv, web, phone out 2 days. hours past my repairman slot. rainy day - good day for work but can't. :/ verizon",7
392399,Mon Oct 09 17:05:44 +0000 2017,@VerizonSupport Your overpriced and overrated service plans.,your overpriced and overrated service plans.,10
393814,Mon Oct 09 17:12:02 +0000 2017,@VerizonSupport @115725 what  teams are considered in market in Syracuse?,what teams are considered in market in syracuse?,10
393818,Mon Oct 09 17:16:06 +0000 2017,@VerizonSupport I planned to switch to @115725 internet because the terrible @116136 service but the tech no-showed installation. #fios,i planned to switch to internet because the terrible service but the tech no-showed installation. fios,0
393810,Mon Oct 09 17:16:12 +0000 2017,"@115722 Called cpl weeks ago about svc upgrd. Quoted price. Cld bk tdy and price was $30 higher plus addl $150 ""upgrade 'net"" fee. 😤","called cpl weeks ago about svc upgrd. quoted price. cld bk tdy and price was $30 higher plus addl $150 ""upgrade 'net"" fee. 😤",10
393812,Mon Oct 09 17:16:34 +0000 2017,Are there any @115725 TV packages that don't require a contract? Asking for a @116021 customer...,are there any tv packages that don't require a contract? asking for a customer...,10
331857,Mon Oct 09 17:21:59 +0000 2017,@VerizonSupport Internet explorer 8 &amp; Apple’s latest system,internet explorer 8 apple’s latest system,0
394741,Mon Oct 09 17:53:58 +0000 2017,Still waiting for @115725 customer service. Did staff take day off? https://t.co/MbK2ikFcLE,still waiting for customer service. did staff take day off?,8
395810,Mon Oct 09 17:59:21 +0000 2017,@115725 about 4-6 minutes until customer service will be available. How many 4-6 minutes did you mean? Still nothing. https://t.co/UEWY0ESxLL,about 4-6 minutes until customer service will be available. how many 4-6 minutes did you mean? still nothing.,8
394735,Mon Oct 09 18:00:55 +0000 2017,@VerizonSupport Which prevents me from using my bank account with VZ. I am beyond frustrated as this issue was created by a double charge from Verizon!,which prevents me from using my bank account with vz. i am beyond frustrated as this issue was created by a double charge from verizon!,3
399685,Mon Oct 09 18:12:00 +0000 2017,@115722 won't answer the phone. Tech support sucks. Switching to @116136 asap!,won't answer the phone. tech support sucks. switching to asap!,7
397657,Mon Oct 09 18:26:22 +0000 2017,"@115725 My family have been loyal customers for over 20 years, and are severely disappointed with how we have been treated. So disgusted.","my family have been loyal customers for over 20 years, and are severely disappointed with how we have been treated. so disgusted.",10
397653,Mon Oct 09 18:34:11 +0000 2017,"@VerizonSupport, see attached https://t.co/Fq1mhJOvw7",", see attached",10
397650,Mon Oct 09 18:35:04 +0000 2017,@115722 Cld again and tried to get this straight. Can't get bundle b/c I already have internet. So I'd have to pay more for Triple Play,cld again and tried to get this straight. can't get bundle b/c i already have internet. so i'd have to pay more for triple play,0
399683,Mon Oct 09 18:40:52 +0000 2017,@VerizonSupport The fios stb in my master bedroom is not generating a picture. And I can not get through to a representative,the fios stb in my master bedroom is not generating a picture. and i can not get through to a representative,3
397649,Mon Oct 09 18:44:16 +0000 2017,@VerizonSupport Only if the pricing is the lower amount. I shouldn't pay more simply b/c I'm already a customer!,only if the pricing is the lower amount. i shouldn't pay more simply b/c i'm already a customer!,10
397655,Mon Oct 09 18:45:20 +0000 2017,@VerizonSupport How can we speak to a supervisor not a customer service rep.,how can we speak to a supervisor not a customer service rep.,8
399688,Mon Oct 09 18:45:31 +0000 2017,@115722 why the hell cant  I stream without it buffering every five seconds!!! This is BS! This is through a hardwired connection!,why the hell cant i stream without it buffering every five seconds!!! this is bs! this is through a hardwired connection!,10
399681,Mon Oct 09 18:51:33 +0000 2017,@VerizonSupport No message. None of my subscribed channels work,no message. none of my subscribed channels work,10
400131,Mon Oct 09 18:57:33 +0000 2017,@115725 2hrs43munutes later @115725 will have specialist call me for Fios problem. Meanwhile Apple Pie beaut by @210614 finished before call. https://t.co/VF9OgO1dUL,2hrs43munutes later will have specialist call me for fios problem. meanwhile apple pie beaut by finished before call.,3
399664,Mon Oct 09 19:00:13 +0000 2017,@VerizonSupport No we are trying to stream a soccer game. We’ve stopped trying. We’re moving in a few weeks.  This doesn’t help keeping Fios internet after.,no we are trying to stream a soccer game. we’ve stopped trying. we’re moving in a few weeks. this doesn’t help keeping fios internet after.,5
400641,Mon Oct 09 19:13:47 +0000 2017,@115722 don't call it a sports pass if all that you're adding is the RedZone &amp; some college games,don't call it a sports pass if all that you're adding is the redzone some college games,10
400639,Mon Oct 09 19:16:27 +0000 2017,"@115725 I can't find the wireless Twitter but is there a massive outage? I'm in NJ, zip is 07735/07733.","i can't find the wireless twitter but is there a massive outage? i'm in nj, zip is 07735/07733.",11
401167,Mon Oct 09 19:29:05 +0000 2017,"@115725 That it wasn't a power issue, since the web diagnostic also suggested everything was fine.","that it wasn't a power issue, since the web diagnostic also suggested everything was fine.",3
401126,Mon Oct 09 19:29:53 +0000 2017,@115990 Fios internet,fios internet,0
401165,Mon Oct 09 19:36:24 +0000 2017,@VerizonSupport power outage in the zip 11746 WiFi is not working nor my online services,power outage in the zip 11746 wifi is not working nor my online services,11
401162,Mon Oct 09 19:37:48 +0000 2017,On hold with @115722 for over 1 hour and 30 minutes! #verizon #epicfail,on hold with for over 1 hour and 30 minutes! verizon epicfail,2
401123,Mon Oct 09 19:38:32 +0000 2017,"@VerizonSupport Cell Phone still works, but Fios is not connecting. Red light on router.","cell phone still works, but fios is not connecting. red light on router.",9
401160,Mon Oct 09 19:39:50 +0000 2017,@VerizonSupport the power outage had been over for like 30 mins now my WiFi is still not working,the power outage had been over for like 30 mins now my wifi is still not working,11
401934,Mon Oct 09 19:40:54 +0000 2017,Hey @115722 - what number do I need to call to actually get someone knowledgeable on router questions 😖,hey - what number do i need to call to actually get someone knowledgeable on router questions 😖,9
401929,Mon Oct 09 19:47:44 +0000 2017,@VerizonSupport shocking. another no show. you people care about nothing but the check. which i will not send until you fix this,shocking. another no show. you people care about nothing but the check. which i will not send until you fix this,10
401926,Mon Oct 09 19:49:28 +0000 2017,Same problem @115722 as every other time. No phone internet or tv.  You have a flaw in your external box.  Still on hold  @15949,same problem as every other time. no phone internet or tv. you have a flaw in your external box. still on hold,0
401914,Mon Oct 09 19:52:20 +0000 2017,@VerizonSupport will ya'll let me know whats going on with my order??,will ya'll let me know whats going on with my order??,10
402427,Mon Oct 09 19:53:59 +0000 2017,Finally heard from @115722 can’t see technician for two days @15949 @comcastcares,finally heard from can’t see technician for two days,10
401922,Mon Oct 09 19:58:28 +0000 2017,@VerizonSupport Some reason my cell number is calling people. Even tho i didn't call them.,some reason my cell number is calling people. even tho i didn't call them.,10
402424,Mon Oct 09 19:59:25 +0000 2017,@VerizonSupport I found now what Do I have to do,i found now what do i have to do,10
401913,Mon Oct 09 20:04:43 +0000 2017,@VerizonSupport I don't have it nor can I login to get it,i don't have it nor can i login to get it,10
402408,Mon Oct 09 20:09:16 +0000 2017,@VerizonSupport just did still says the same thing,just did still says the same thing,6
402807,Mon Oct 09 20:15:09 +0000 2017,@VerizonSupport the light is still on,the light is still on,10
402801,Mon Oct 09 20:25:09 +0000 2017,.@115722 TV is wonky as hell but dear lord it feels good to cancel @116136.,. tv is wonky as hell but dear lord it feels good to cancel .,10
403285,Mon Oct 09 20:28:20 +0000 2017,@115725 service been kaka lately,service been kaka lately,10
403277,Mon Oct 09 20:29:43 +0000 2017,@115725 Yes! We've had it all since last Monday.,yes! we've had it all since last monday.,4
403274,Mon Oct 09 20:30:07 +0000 2017,@115722 my internet is down again. Second outage today. WTF?,my internet is down again. second outage today. wtf?,11
402803,Mon Oct 09 20:34:28 +0000 2017,@211297 @115722 @116136 Oh man I've been thinking of switching. Is Comcast that bad? Love fios but the cost is killing me.,oh man i've been thinking of switching. is comcast that bad? love fios but the cost is killing me.,3
389790,Mon Oct 09 20:42:26 +0000 2017,"@VerizonSupport Yes...TV, security system is affected. And yes, I do know where the battery backup unit is located","yes...tv, security system is affected. and yes, i do know where the battery backup unit is located",4
404386,Mon Oct 09 20:58:49 +0000 2017,@VerizonSupport my internet sucks right now. Help,my internet sucks right now. help,5
404384,Mon Oct 09 21:01:24 +0000 2017,@VerizonSupport Well I’ve been trying to update a game on Xbox and it’s been 30mins and it’s only on 14% while it take under 5mins for my friends,well i’ve been trying to update a game on xbox and it’s been 30mins and it’s only on 14% while it take under 5mins for my friends,10
404360,Mon Oct 09 21:12:41 +0000 2017,@VerizonSupport I don’t sadly,i don’t sadly,10
404830,Mon Oct 09 21:16:45 +0000 2017,Pay all this damn money for @115725 and it’s all something messing up with the WiFi or the cable,pay all this damn money for and it’s all something messing up with the wifi or the cable,1
404833,Mon Oct 09 21:18:03 +0000 2017,@VerizonSupport Internet has been extremely slow the entire day. Restarted twice and still getting 2-20 download and upload PLEASE HELP,internet has been extremely slow the entire day. restarted twice and still getting 2-20 download and upload please help,5
404826,Mon Oct 09 21:18:33 +0000 2017,"@VerizonSupport Already did, installation tomorrow 🤘🏾","already did, installation tomorrow 🤘🏾",10
401933,Mon Oct 09 21:30:36 +0000 2017,@VerizonSupport Will a frontier quantum gateway ac1750 work or does it have to specifically say Verizon?,will a frontier quantum gateway ac1750 work or does it have to specifically say verizon?,2
404835,Mon Oct 09 21:34:36 +0000 2017,@VerizonSupport 100 Mbps UP and 120 Mbps Down,100 mbps up and 120 mbps down,10
406911,Mon Oct 09 21:35:11 +0000 2017,@VerizonSupport You guys were supposed to install internet &amp; phones on Sat. Only did internet. All day could not have ticket reissued for service.,you guys were supposed to install internet phones on sat. only did internet. all day could not have ticket reissued for service.,0
406895,Mon Oct 09 21:35:44 +0000 2017,I'm at minute 47 of waiting to be answered by @115722 really regretting switching right now. Customer service is terrible https://t.co/s0dLnfJuVI,i'm at minute 47 of waiting to be answered by really regretting switching right now. customer service is terrible,8
406910,Mon Oct 09 21:35:54 +0000 2017,@VerizonSupport Now being told we have to wait until tomorrow AM for @19128 new location. Still w/o now.,now being told we have to wait until tomorrow am for new location. still w/o now.,9
404837,Mon Oct 09 21:37:43 +0000 2017,@VerizonSupport The 150 up and down with Fios TV home phone and cell phone,the 150 up and down with fios tv home phone and cell phone,7
406879,Mon Oct 09 21:38:14 +0000 2017,Hey @VerizonSupport your WiFi has gone down twice this week once for multiple days now we have no data bc we dont have WiFi in our own home,hey your wifi has gone down twice this week once for multiple days now we have no data bc we dont have wifi in our own home,11
407294,Mon Oct 09 21:39:41 +0000 2017,Okay so either @115722 or a firestick.... @116136 is losing a customer . This is ridiculous 🤦🏽‍♀️,okay so either or a firestick.... is losing a customer . this is ridiculous 🤦🏽‍♀️,8
406878,Mon Oct 09 21:43:49 +0000 2017,@VerizonSupport Yes the globe is red,yes the globe is red,4
406894,Mon Oct 09 21:43:50 +0000 2017,@VerizonSupport Service is dead not TV not internet plus you guys changed the pricing on me to 60$ more a month would really love to stay the same price e,service is dead not tv not internet plus you guys changed the pricing on me to 60$ more a month would really love to stay the same price e,0
406897,Mon Oct 09 21:46:47 +0000 2017,@VerizonSupport There is none,there is none,10
406881,Mon Oct 09 21:50:34 +0000 2017,@VerizonSupport Yes has a green light,yes has a green light,4
406901,Mon Oct 09 21:52:04 +0000 2017,@VerizonSupport Where there is none https://t.co/Oa3mveAE0N,where there is none,10
407745,Mon Oct 09 21:57:30 +0000 2017,Couldn’t hate @115722 more. I want to run over ‘cable boxes’ with my car &amp; smash them with a bat. Amen. Holy shit. Where’s the Tylenol?,couldn’t hate more. i want to run over ‘cable boxes’ with my car smash them with a bat. amen. holy shit. where’s the tylenol?,1
406885,Mon Oct 09 22:02:14 +0000 2017,@VerizonSupport Yes it’s in our garage. Should I still factory reset?,yes it’s in our garage. should i still factory reset?,4
406904,Mon Oct 09 22:07:18 +0000 2017,@VerizonSupport Still have this in the screen after hard resetting it and now pressing the reset button like you asked https://t.co/4KzB8ClLjT,still have this in the screen after hard resetting it and now pressing the reset button like you asked,10
406887,Mon Oct 09 22:10:56 +0000 2017,@VerizonSupport That worked,that worked,10
406891,Mon Oct 09 22:17:54 +0000 2017,@VerizonSupport Yes everything is now working,yes everything is now working,4
408284,Mon Oct 09 22:19:25 +0000 2017,@VerizonSupport I’m not getting any tv shows from my tv to cable in the wall and would like a tech to come look at it. Just hung up after 30minutes on hold,i’m not getting any tv shows from my tv to cable in the wall and would like a tech to come look at it. just hung up after 30minutes on hold,1
408651,Mon Oct 09 22:25:07 +0000 2017,@VerizonSupport @115725 @115722 you guys actually had a human call me to tell me he's in the wrong department to help me. Batting 1000,you guys actually had a human call me to tell me he's in the wrong department to help me. batting 1000,5
408647,Mon Oct 09 22:34:51 +0000 2017,@VerizonSupport Not working down TV and internet. Can you get someone that can help cause no one has in almost 2 hours this is ridiculously frustrating https://t.co/Y2U0D8Xeyk,not working down tv and internet. can you get someone that can help cause no one has in almost 2 hours this is ridiculously frustrating,5
408642,Mon Oct 09 22:40:26 +0000 2017,"@VerizonSupport blocked, the voicemail icon appears when device never rang every 90 minutes or so","blocked, the voicemail icon appears when device never rang every 90 minutes or so",10
407744,Mon Oct 09 22:43:19 +0000 2017,@VerizonSupport ‘Upgraded’ equipment crashes constantly. Service calls didn’t help. Total waste. Technician coming tomorrow.,‘upgraded’ equipment crashes constantly. service calls didn’t help. total waste. technician coming tomorrow.,5
408628,Mon Oct 09 22:43:56 +0000 2017,@VerizonSupport Yes. You'll see arrows at the $2 for multi room enhanced dvr for 2 years. The  conf instead shows free until aug 2018. Can I DM the image?,yes. you'll see arrows at the $2 for multi room enhanced dvr for 2 years. the conf instead shows free until aug 2018. can i dm the image?,4
408632,Mon Oct 09 22:50:55 +0000 2017,@VerizonSupport Actually I can't dm. Here the offer I clicked on. https://t.co/EhO8jpl0hg,actually i can't dm. here the offer i clicked on.,10
409550,Mon Oct 09 22:56:33 +0000 2017,@115722 what channel is the yankee game on,what channel is the yankee game on,1
389792,Mon Oct 09 22:56:46 +0000 2017,@VerizonSupport It worked! Thank you!,it worked! thank you!,10
408634,Mon Oct 09 23:00:39 +0000 2017,@VerizonSupport Please send me a number to call so someone can fix this bait &amp; switch. I've been on hold for over an hour. A direct line would be wonderful.,please send me a number to call so someone can fix this bait switch. i've been on hold for over an hour. a direct line would be wonderful.,10
409548,Mon Oct 09 23:02:41 +0000 2017,@VerizonSupport huge shoutout to Mike and Lu on the Social Media team for monitoring our issue and getting our installation date moved up!,huge shoutout to mike and lu on the social media team for monitoring our issue and getting our installation date moved up!,3
409543,Mon Oct 09 23:04:43 +0000 2017,@VerizonSupport I have no dial tone. Need a tech. Phone goes out eveytime it rains.,i have no dial tone. need a tech. phone goes out eveytime it rains.,7
409949,Mon Oct 09 23:11:17 +0000 2017,#verizonfios out in Fairfax Va @115722 @VerizonSupport,verizonfios out in fairfax va,10
409943,Mon Oct 09 23:25:25 +0000 2017,@212771 @115725 Wish the WiFi would work. Nothing but problems tonight!,wish the wifi would work. nothing but problems tonight!,10
410317,Mon Oct 09 23:31:39 +0000 2017,"#1 in worst customer service in the world: @115722. 
that’s what it should really say on your shitty billboards",1 in worst customer service in the world: . that’s what it should really say on your shitty billboards,8
410311,Mon Oct 09 23:32:59 +0000 2017,@115725 Yes the globe is red,yes the globe is red,4
410865,Mon Oct 09 23:35:39 +0000 2017,"@VerizonSupport  I've been on hold for &gt;35 min. Trying to get help with router that won't recognize devices hard wired to it--Sonos, etc.","i've been on hold for 35 min. trying to get help with router that won't recognize devices hard wired to it--sonos, etc.",5
410316,Mon Oct 09 23:37:25 +0000 2017,@VerizonSupport Because all the history should have been recorded on your imaginary “this shall be recorded for quality assurance purposes” mailbox,because all the history should have been recorded on your imaginary “this shall be recorded for quality assurance purposes” mailbox,10
410293,Mon Oct 09 23:38:46 +0000 2017,@VerizonSupport I did log in after re downloading- then crashed.,i did log in after re downloading- then crashed.,10
410883,Mon Oct 09 23:40:38 +0000 2017,"@115725 Can there please be a line for ""Yes, no, seriously, I've debugged a network serving millions of people before""?","can there please be a line for ""yes, no, seriously, i've debugged a network serving millions of people before""?",4
410305,Mon Oct 09 23:43:47 +0000 2017,@VerizonSupport Yes it’s flashing red on “Fail” and solid red on “Video” I’ve already unplugged and reset and it didn’t work,yes it’s flashing red on “fail” and solid red on “video” i’ve already unplugged and reset and it didn’t work,4
410292,Mon Oct 09 23:47:04 +0000 2017,"@VerizonSupport Uninstalled again, powered down, powered up, redownloaded, and now seems to b working. Thx","uninstalled again, powered down, powered up, redownloaded, and now seems to b working. thx",10
410874,Mon Oct 09 23:47:44 +0000 2017,@115725 The worst customer service I have ever seen. Nothing but broken promises and more lies. Thank you Verizon,the worst customer service i have ever seen. nothing but broken promises and more lies. thank you verizon,8
410860,Mon Oct 09 23:47:53 +0000 2017,"@VerizonSupport also we've been having issues with connecting to On Demand (no service), not sure if they are related","also we've been having issues with connecting to on demand (no service), not sure if they are related",10
410308,Mon Oct 09 23:48:17 +0000 2017,@VerizonSupport Yes they did,yes they did,4
410877,Mon Oct 09 23:55:56 +0000 2017,And why did my bill increase this month ? @115725,and why did my bill increase this month ?,10
410868,Mon Oct 09 23:56:50 +0000 2017,@VerizonSupport was on the phone and the verizon store yesterday for about 7 hours.,was on the phone and the verizon store yesterday for about 7 hours.,7
410851,Mon Oct 09 23:57:27 +0000 2017,@VerizonSupport is that where it all comes into the house?,is that where it all comes into the house?,10
410872,Mon Oct 09 23:58:05 +0000 2017,@VerizonSupport I was told I was getting a new phone sent to me. That was a broken promise and a lie.,i was told i was getting a new phone sent to me. that was a broken promise and a lie.,7
276868,Mon Oct 30 17:54:22 +0000 2017,@VerizonSupport My internet goes down at least once a day. There are many webpages I can't visit; this occurs erratically. Your automated phone svc is NUTS.,my internet goes down at least once a day. there are many webpages i can't visit; this occurs erratically. your automated phone svc is nuts.,7
276875,Mon Oct 30 18:45:50 +0000 2017,"@VerizonSupport Sorry, I do not understand your instructions.","sorry, i do not understand your instructions.",10
252788,Mon Sep 25 20:41:34 +0000 2017,@115900 how do I stop getting weekly junk mail from you without making formal @136958 / MD A.G. complaint? Happy @115722.,how do i stop getting weekly junk mail from you without making formal / md a.g. complaint? happy .,10
101319,Sat Dec 02 01:39:17 +0000 2017,"@VerizonSupport 100% of the time we try to watch something on demand the video and audio breaks up. I’ve called about it at least 4 times. I’ve unplugged everything 726 times and followed your instructions. Problem not solved. Plus, your on demand selection is embarrassing.","100% of the time we try to watch something on demand the video and audio breaks up. i’ve called about it at least 4 times. i’ve unplugged everything 726 times and followed your instructions. problem not solved. plus, your on demand selection is embarrassing.",1
101324,Sat Dec 02 01:58:05 +0000 2017,"@VerizonSupport I don’t know. We only watch on demand on one. We’ve run into trouble with the same (roughly) dozen channels every time this happens. And I’m sent through the same trouble shooting process. Question is, why am I always having trouble","i don’t know. we only watch on demand on one. we’ve run into trouble with the same (roughly) dozen channels every time this happens. and i’m sent through the same trouble shooting process. question is, why am i always having trouble",1
66298,Sat Dec 02 02:22:27 +0000 2017,"@comcastcares why do I have 200 speed and my connecting BUFFERS ever 10 seconds.. did yall play me and give me lower speed?? This company is trash. TRash. You’re lucky Fios is available or else I’d switch. @115725 YOU HEAR ME, TAKE MY MONEY. I NEED FIOS","why do i have 200 speed and my connecting buffers ever 10 seconds.. did yall play me and give me lower speed?? this company is trash. trash. you’re lucky fios is available or else i’d switch. you hear me, take my money. i need fios",3
51620,Sat Dec 02 17:00:01 +0000 2017,Is there an issue in NY that we need to know about? My go-to news channels are unavailable right now. @120330 @127586 @127587 and even the never-go-to channel #FoxNews? .@127588 is up. This is terrifying! @115722,is there an issue in ny that we need to know about? my go-to news channels are unavailable right now. and even the never-go-to channel foxnews? . is up. this is terrifying!,3
51715,Sat Dec 02 17:01:03 +0000 2017,@115722 thanks for ruining my Saturday. What am I even paying for? https://t.co/nz5V7pACbC,thanks for ruining my saturday. what am i even paying for?,10
51305,Sat Dec 02 17:08:19 +0000 2017,"Just another day of being on a ridiculously long hold with @115722 @VerizonSupport for their services not working, yet again!","just another day of being on a ridiculously long hold with for their services not working, yet again!",6
51717,Sat Dec 02 18:02:21 +0000 2017,@VerizonSupport @127621 my cat and I are in NY,my cat and i are in ny,10
51618,Sat Dec 02 18:13:10 +0000 2017,@VerizonSupport Thank you for the update! I'm relieved to know it's just a glitch. Was nervous there for a while.,thank you for the update! i'm relieved to know it's just a glitch. was nervous there for a while.,6
51181,Sat Dec 02 18:31:10 +0000 2017,@VerizonSupport Is there an outage in the NYC area.? Most of my channels are scrambling.,is there an outage in the nyc area.? most of my channels are scrambling.,11
17791,Sat Dec 02 22:30:24 +0000 2017,"@VerizonSupport Another day, and still no phone or internet. More than two weeks without connectivity, and we're within sight of the Washington Monument, not in hurricane-ravaged Puerto Rico. 
Whatever you're doing there @115725, it's not working. #ImGoingToGoOutOfBusiness","another day, and still no phone or internet. more than two weeks without connectivity, and we're within sight of the washington monument, not in hurricane-ravaged puerto rico. whatever you're doing there , it's not working. imgoingtogooutofbusiness",7
48432,Sat Nov 11 02:29:57 +0000 2017,"@126785 @VerizonSupport That's interesting, because I have had consistent FIOS issues nearly my entire time using them and they insist there's no issue. Bad throttling, random drops. And no, it is  it my router.","that's interesting, because i have had consistent fios issues nearly my entire time using them and they insist there's no issue. bad throttling, random drops. and no, it is it my router.",3
48427,Sat Nov 11 02:43:46 +0000 2017,"@VerizonSupport Speed tests always come back looking great. It is intermittent and it's usually targeted: YouTube, Netflix, etc. Sometimes connection will be great, other times it will plummet and I can't even access normal websites.","speed tests always come back looking great. it is intermittent and it's usually targeted: youtube, netflix, etc. sometimes connection will be great, other times it will plummet and i can't even access normal websites.",10
48480,Sat Nov 11 05:18:12 +0000 2017,@115725 really ?  one phuck a customized remote ... and I already have a on demand ? what in the poor marketing team is this ? did the pitch go “ hey let’s customize remotes and give them free on demand” i️ rather another gift card @115722 https://t.co/NTn6vE7hdH,really ? one phuck a customized remote ... and i already have a on demand ? what in the poor marketing team is this ? did the pitch go “ hey let’s customize remotes and give them free on demand” i️ rather another gift card,10
48478,Sat Nov 11 05:26:09 +0000 2017,@VerizonSupport Super wack . I got charged for a free movie that was supposed to be a gift too,super wack . i got charged for a free movie that was supposed to be a gift too,10
48470,Sat Nov 11 05:28:25 +0000 2017,"@117230 @115722 still no agreement on the NESNgo app?  You are both a disgrace...I’ll say this for all of your customers...listen/watch close...👀👀...FUCK YOU BOTH. You have no interest in customer service, just worried about your bottom lines.  #Verizon #nesn #bruins #redsox","still no agreement on the nesngo app? you are both a disgrace...i’ll say this for all of your customers...listen/watch close...👀👀...fuck you both. you have no interest in customer service, just worried about your bottom lines. verizon nesn bruins redsox",8
48468,Sat Nov 11 05:35:15 +0000 2017,@VerizonSupport This has been ongoing since April and it is unacceptable.,this has been ongoing since april and it is unacceptable.,10
48474,Sat Nov 11 05:36:48 +0000 2017,@VerizonSupport Wonder woman. .it just said you have a free movie to rent the price had to be no more that $4.99?,wonder woman. .it just said you have a free movie to rent the price had to be no more that $4.99?,6
48466,Sat Nov 11 05:48:18 +0000 2017,"@VerizonSupport Then provide the NESNgo app like the other providers, or I will take my business to them https://t.co/I6xKipC0kT","then provide the nesngo app like the other providers, or i will take my business to them",10
