case_id,customer_tweet_id,customer_created_at,customer_text,support_tweet_id,support_created_at,historical_verizon_reply,prelabel_intent,prelabel_confidence,intent_label,intent_confidence,should_escalate,escalation_reason,expected_resolution,review_notes
VZ-092,1414895,Mon Oct 16 17:24:46 +0000 2017,@VerizonSupport Hi 👋🏻 How do I disenroll from Voice Mail to Text? I didn't request it 😳,1414893,Mon Oct 16 17:27:27 +0000 2017,@240578 Are you referring to your wireless device or home service? ^JAY,I09,5,,,,,,
VZ-093,1087428,Mon Oct 23 18:39:22 +0000 2017,"@VerizonSupport using NBCsports app on Samsung tablet to watch premier league, but FIOS back-end authorization page apparently broken.",1087427,Mon Oct 23 18:41:01 +0000 2017,@376526 Let's get it working! Have you already tried rebooting your tablet before signing back in? ^DDD,I06,4,,,,,,
VZ-094,353459,Sun Oct 08 13:33:37 +0000 2017,@115722 Everytime I do a speed test on your website it fails at 95%,353457,Sun Oct 08 13:35:00 +0000 2017,@192827 Can you try to run it from a different browser? ^BCW,I02,3,,,,,,
VZ-095,413695,Sun Nov 05 19:07:22 +0000 2017,@VerizonSupport no internet,413694,Sun Nov 05 19:09:27 +0000 2017,"@213711 Let's find out what might be going on, Donna. What state are your services in? ^BCW",I01,4,,,,,,
VZ-096,2707426,Sun Nov 19 23:21:56 +0000 2017,@115990 do you guys have any good deals right now? @comcastcares is horrible and are not providing me with any good service at all!!!,2707425,Sun Nov 19 23:30:28 +0000 2017,@760314 We'd love to have you in the Fios family! Please check here for availability and deals: https://t.co/hMjCBn9eAy ^HSB,I12,0,,,,,,
VZ-097,410874,Mon Oct 09 23:47:44 +0000 2017,@115725 The worst customer service I have ever seen. Nothing but broken promises and more lies. Thank you Verizon,410870,Mon Oct 09 23:54:00 +0000 2017,@212999 What makes you feel this way? ^TNT,I11,4,,,,,,
VZ-098,1986755,Thu Nov 02 11:55:25 +0000 2017,Are you serious!? @115955 we have been with no internet or cable for almost 24 hours now!? WTH!? #SwitchingtoFios @115722,1986754,Thu Nov 02 12:06:00 +0000 2017,@588095 We will be happy to help you join. Please click on the following link to see available deals for your area. https://t.co/xwMoGrj6hC ^TXA,I01,4,,,,,,
VZ-099,1208895,Wed Oct 25 10:35:20 +0000 2017,@VerizonSupport When I'm on my devices I expect speeds faster than 1... Really closer to 50. Time to switch providers I guess,1208897,Wed Oct 25 10:39:43 +0000 2017,@403822 We want to make sure you're getting the proper speeds to the router. Can you test with a wired device first to make sure of that? ^BCW,I02,3,,,,,,
VZ-100,2762495,Tue Nov 21 07:01:54 +0000 2017,".@VerizonSupport no #PowerfulAnswers from you today. Thankful family member is #Teamiphone @115858 allowing me to use hotspot so I can work while on call. Let's see what happens at 8am, #PowerfulAnswers then? Hope technician is competent. https://t.co/6cagkict5d",2762494,Tue Nov 21 07:05:00 +0000 2017,@766172 It would be our pleasure to assist ^BAB,I08,8,,,,,,
VZ-101,395624,Sat Nov 25 04:59:37 +0000 2017,Oh God I'm going to be so hungover when Verizon shows up to fix my internet at 8am but what else was there to do with no internet??,395622,Sat Nov 25 05:03:55 +0000 2017,@209632 Oh no! Are you going to make the appointment time? ^BAB,I01,4,,,,,,
VZ-102,1376648,Sat Oct 28 02:22:45 +0000 2017,@VerizonSupport No. I’m experiencing really slow speeds and it’s really frustrating,1376650,Sat Oct 28 02:26:00 +0000 2017,@440473 What speeds are you getting? ^JAY,I02,3,,,,,,
VZ-103,508416,Fri Dec 01 21:46:05 +0000 2017,"@115725 One interface tells me that I don’t have voicemail active, the other tells me it is active. One allows scheduling DND, one does not.",2758910,Fri Dec 01 22:03:29 +0000 2017,@236754 Is this for your Verizon residential or Verizon wireless mobile? ^ADP,I09,5,,,,,,
VZ-104,1224028,Wed Oct 25 15:54:53 +0000 2017,@VerizonSupport my phone service has no dial tone,1224025,Wed Oct 25 15:59:05 +0000 2017,@407145 That's odd. Did this just occur today? ^CAR,I09,5,,,,,,
VZ-105,1208190,Wed Oct 25 09:58:46 +0000 2017,@403678 @368079 @115725 @VerizonSupport @119038 I upgraded to get 8 down and 2 up FeelsBadMan,1208188,Wed Oct 25 10:07:35 +0000 2017,@403677 Are you having an issue with your service? Let u know. We like to help. ^KMG,I07,4,,,,,,
VZ-106,1225633,Wed Oct 25 16:26:27 +0000 2017,@VerizonSupport I believe my home phone is down do 2 an outage. Your website says no but others are having the same problem. Area code 516,1225632,Wed Oct 25 16:28:32 +0000 2017,@407546 We can take a closer look at this for you if you can follow and DM us. ^BCW,I09,5,,,,,,
VZ-107,715781,Tue Oct 10 23:55:09 +0000 2017,"@VerizonSupport The outage checker says my area has Fios services, but I still don't have my service back.",715779,Tue Oct 10 23:58:00 +0000 2017,"@291280 Hi Bebe, Have you tried to reset your battery back up box? ^NHP",I01,4,,,,,,
VZ-108,377152,Mon Oct 09 03:30:11 +0000 2017,@VerizonSupport having issues accessing hbogo,377150,Mon Oct 09 03:39:29 +0000 2017,@205493 What issues are you having when you attempt to view? ^RMD,I04,3,,,,,,
VZ-109,828151,Fri Oct 13 01:47:15 +0000 2017,"Constant outages, highrental fees, overly priced packages&amp;now SUPER limited channels,can’t wait for fios hookup @Ask_Spectrum cc: @72171 https://t.co/wXIcDYcMYM",828150,Fri Oct 13 01:52:31 +0000 2017,@317287 Sounds like it is time to join the Fios team! Availability and deals can be checked here https://t.co/Xh7BOL3CVQ ^HSB,I07,8,,,,,,
VZ-110,485762,Wed Nov 29 17:18:33 +0000 2017,@230557 @VerizonSupport Happens to me daily &amp; I’m with T-Mobile &amp; have been 13 years &amp; counting. They said “Use Mr Number as a block app or change my number.” Mr Number allows you to add the number to a block list but they can still leave voicemail. It’s bullshit.,2951016,Wed Nov 29 17:20:26 +0000 2017,@814901 Let me partner you with our Verizon Wireless team @115990. ^CAR,I09,5,,,,,,
VZ-111,2444744,Wed Nov 15 00:40:38 +0000 2017,@VerizonSupport i finally got lucky after 6 tries which a disgrace and a joke...this gentlemen is finally helping me out and i will speak with a supervisor next to hopefully resolve my complaint. Stop telling your customers that you do not have previous records because i know you do,2444743,Wed Nov 15 00:45:56 +0000 2017,"@700959 Hi John, The agent speaking with will take good care of you to resolution. ^NHP",I11,2,,,,,,
VZ-112,1253201,Mon Oct 16 04:23:45 +0000 2017,2nd time in 5 days that there's been a @115725 outage at this exact time! Making us wait 3 hours to fix it is ridiculous!😡 @VerizonSupport,1253200,Mon Oct 16 04:25:02 +0000 2017,"@413975 Good evening, did you happen to have a ticket number for that outage already? ^RMD",I01,4,,,,,,
VZ-113,1503635,Sun Nov 26 02:11:59 +0000 2017,"@VerizonSupport no, where might I find that",1503634,Sun Nov 26 02:13:27 +0000 2017,@469002 These are our two versions of a Battery Back Up Unit. ^NHP https://t.co/jfjiXtgvhZ https://t.co/DkDv7AWkVp,I12,0,,,,,,
VZ-114,1459537,Thu Nov 02 20:51:57 +0000 2017,@115722 @VerizonSupport U guys let an unauthorized person make changes to my account because they had my Acct #. Are u kidding me? WTF?,1459536,Thu Nov 02 20:54:00 +0000 2017,@451616 Let's investigate this. Please follow and DM us at your convenience. ^DDD,I10,5,,,,,,
VZ-115,1510959,Mon Oct 16 23:52:29 +0000 2017,@VerizonSupport Internet working just no major tv stations including FS1 which the game is on. Be prepared for mayhem if it isn’t fixed in next 8 minutes,1510957,Mon Oct 16 23:54:29 +0000 2017,@470712 Please follow and DM us we will take a closer look at it for you. ^TNT,I04,3,,,,,,
VZ-116,762706,Wed Oct 11 20:29:15 +0000 2017,Major fail today with #att #DIRECTV installation @ATT @117735 never happened!! #brokenpromises #sad there always #Verizon @115725,762705,Wed Oct 11 20:50:26 +0000 2017,@302246 We'd love to have you in the Fios family! Please check here for availability: https://t.co/TmDtkNCF2T ^HSB,I08,8,,,,,,
VZ-117,1243608,Wed Oct 25 23:10:59 +0000 2017,"@VerizonSupport I did. It said all should be good. Router shows red globe icon, router webpage shows no connection. Power cycled, retightened cable.",1243606,Wed Oct 25 23:16:32 +0000 2017,@411747 Have you reset your battery back up box? ^NHP,I04,6,,,,,,
VZ-118,2943515,Wed Nov 29 15:16:50 +0000 2017,"@VerizonSupport Can confirm 2 other devices connected but not in use. ...This is also me 20ft closer to the router. Better, but still 35-40% poorer than promised. https://t.co/9v7533D3xn",2943516,Wed Nov 29 15:21:00 +0000 2017,@813179 Can you perform a factory reset on the router? ^CAR,I03,3,,,,,,
VZ-119,2538222,Mon Oct 30 13:01:07 +0000 2017,Canceling cable and just doing internet. Do I use @115722 or @116136,2538221,Mon Oct 30 13:04:32 +0000 2017,@703823 Check out this link. https://t.co/wh3rm8bPhY ^CAR,I11,4,,,,,,
VZ-120,721950,Wed Oct 11 02:12:26 +0000 2017,@VerizonSupport Yes I have all three services with Verizon. Just upgraded to the highest internet speed about a week ago.,721952,Wed Oct 11 02:19:00 +0000 2017,@292825 Have we tested power to the unit? ^BAB,I02,3,,,,,,
VZ-121,2525939,Thu Nov 16 04:17:27 +0000 2017,"@VerizonSupport This is what I have acces too, and the Verizon provided router https://t.co/cByr5fattm",2525940,Thu Nov 16 04:20:00 +0000 2017,@719244 Perfect! Can you hold down the Alarm Silence button for 15 seconds? Wait 5 minutes afterwards to see if services return. ^DDD,I03,3,,,,,,
VZ-122,2280865,Thu Oct 19 18:49:03 +0000 2017,@VerizonSupport Switch the 2-yr contract that’s not even supposed to be a thing to a normal payment plan. Was told 5 different things and multiple tickets.,2280864,Thu Oct 19 18:50:36 +0000 2017,@663023 Please DM us the details and we will take a closer look at it for you. ^TNT,I07,4,,,,,,
VZ-123,390231,Mon Oct 09 15:24:11 +0000 2017,@VerizonSupport Please contact me ASAP. Your field reps signed me up for Fios service this weekend but your online team says it was fraud,390229,Mon Oct 09 15:25:27 +0000 2017,@208379 Oh no!! How can we assist youwith this? ^TDC,I10,5,,,,,,
VZ-124,1020417,Sat Nov 25 17:07:26 +0000 2017,@VerizonSupport this is the second week in a row where you took an unauthorized payment out of my bank account.,1020413,Sat Nov 25 17:09:31 +0000 2017,"@361461 We are sorry to hear this. Did it take the payment out from your funds? Sometimes it will show a auto correction and look like 2 payments, but the other transaction amount did not come out. ^ADP",I10,5,,,,,,
VZ-125,1645816,Mon Nov 06 01:49:19 +0000 2017,@VerizonSupport Insanely slow doesnt even reach half my house goes out multiple times a day for no reason and gives me a fifth the download speed i pay for,1645815,Mon Nov 06 01:51:27 +0000 2017,@502900 Could you connect with a wired device and run a speed test for us then post the results please. ^RMD,I02,3,,,,,,
VZ-126,1114209,Tue Oct 24 03:19:33 +0000 2017,@VerizonSupport how can I directly connect? Do you know why I have such slow speed?,1114210,Tue Oct 24 03:22:35 +0000 2017,@382964 No worries if you don't have any Ethernet connected devices. Can you install the My Fios app on any of your mobile devices? ^DDD,I02,3,,,,,,
VZ-127,1364463,Fri Oct 27 20:59:47 +0000 2017,Why am I still with @VerizonSupport if I can't even stream @115940 in my own home... Seriously 5mbps?,1364461,Fri Oct 27 21:02:01 +0000 2017,@120007 Help is here! Do you have DSL or FIos with us Joe? ^DDG,I12,0,,,,,,
VZ-128,2872285,Tue Nov 28 02:51:18 +0000 2017,"@VerizonSupport I put an order in last night, an iPad, to get the $250 off deal. Today my credit card company decided to say it's fraud",2872283,Tue Nov 28 02:53:00 +0000 2017,@355314 Let us partner you with our Verizon Wireless Team @115990. We will get this over to them for you. ^FEM,I10,5,,,,,,
VZ-129,352021,Sun Oct 08 12:32:17 +0000 2017,@VerizonSupport Was adding cable already previous internet service but Maybe have a rational customer service representative call me?,352023,Sun Oct 08 12:37:50 +0000 2017,@199723 Please follow and DM us. ^ACM,I05,3,,,,,,
VZ-130,2756362,Tue Nov 21 03:47:38 +0000 2017,@VerizonSupport There's two possibilities: either charging to replace defective equipment or standing by your service and products by replacing defective equipment as a courtesy to your subscribed customer.,2756363,Tue Nov 21 03:53:00 +0000 2017,@771441 Have you attempted to purchase a remote via the set top box? You may be eligible for a one time courtesy replacement. ^BAB,I03,3,,,,,,
VZ-131,2834550,Mon Nov 27 14:02:38 +0000 2017,@115725 @VerizonSupport @115722 @115990 WORST CUSTOMER SERVICE EVER. You should be fined the amount of minutes I have been left on hold. (3+ hours)for a problem your computers caused. I just gave up.,2834549,Mon Nov 27 14:05:28 +0000 2017,@133774 Oh no!! Is this for residential or wireless phone service? ^TDC,I11,4,,,,,,
VZ-132,1036301,Mon Oct 23 01:34:10 +0000 2017,@VerizonSupport Now 90 minutes btw... Internet down for several hours despite router reset,1036298,Mon Oct 23 01:39:29 +0000 2017,"@365132 Is the internet light currently lit on your router? If so, what color is it? Also, do you have Fios or DSL with us? ^HSB",I03,6,,,,,,
VZ-133,693380,Thu Nov 23 14:23:02 +0000 2017,"@115722 worst cust svc agent closing""Happy Thanksgiving despite inability to fix issue until next week-sarcasm not appreciated",693374,Thu Nov 23 14:36:30 +0000 2017,@285305 We're here for you Naomie! How can we assist? ^DDG,I06,4,,,,,,
VZ-134,717844,Wed Oct 11 00:45:28 +0000 2017,@VerizonSupport been trying to become a customer for nearly a month but apparently im a fraud so I guess ill try @ATT ?,717843,Wed Oct 11 00:50:00 +0000 2017,"@291894 Bobby, Are you trying to setup wireless or home service with us? ^NHP",I10,5,,,,,,
VZ-135,1872626,Fri Oct 20 04:09:17 +0000 2017,"@VerizonSupport Yes, I think it’s next to the router",1872625,Fri Oct 20 04:12:54 +0000 2017,@559182 There should be an ONT reset button. Hold that down for 15 seconds. ^TXA,I03,3,,,,,,
VZ-136,2366985,Mon Nov 13 22:52:07 +0000 2017,"@VerizonSupport Please tell me that this # I got on my Voice Mail was from your helpline? ""1-800-754-0961"" is this a real # that contacted me and can it be trusted? I really don't want scammed and am looking forward to your reply. Thank you. #help",2366983,Mon Nov 13 22:55:28 +0000 2017,@683247 We'd like to help! Is this for Fios or Wireless (mobile) service? ^DDD,I09,5,,,,,,
VZ-137,2068715,Sun Oct 08 17:40:20 +0000 2017,@115722 Second outage in a week. I’d like to know when it will be fixed and how I will be compensated! Phone wait is too long.,2068714,Sun Oct 08 17:42:26 +0000 2017,@611776 We can take a look at this for you. Have you already confirmed that this is an outage and not just affecting your services? ^BCW,I01,4,,,,,,
VZ-138,1474492,Thu Nov 02 21:22:57 +0000 2017,I’m a long time @115722 customer and as a reward for being loyal &amp; trying to update bundle I get +$40 &amp; $50fee to return old eqpmnt😤,1474490,Thu Nov 02 21:31:00 +0000 2017,@457122 Did the increase happen with a contract renewal or with an upgrade of service? ^HSB,I07,4,,,,,,
VZ-139,223810,Thu Oct 05 03:06:22 +0000 2017,@VerizonSupport I upgrade from 150/150 to the Gigabit. I already have the Quantam router. I selected to upgrade for next 12 months. It didn't give me a day.,223813,Thu Oct 05 03:17:26 +0000 2017,@169479 Awesome! We were going to ask if you received an order confirmation. If you run into any trouble tomorrow we are just a tweet away. ^HSB,I03,3,,,,,,
VZ-140,2869057,Tue Nov 28 01:54:40 +0000 2017,@VerizonSupport They're fine. I just had FiOS installed. This only happens when viewing on demand,2869055,Tue Nov 28 01:56:52 +0000 2017,@796745 Thank you. Have you already tried rebooting both the router and set top box? ^DDD,I08,4,,,,,,
VZ-141,1640001,Sun Nov 05 22:43:36 +0000 2017,Note to self: never get @115725 internet again. #Trash,1640000,Sun Nov 05 22:45:55 +0000 2017,@501409 We'd like to turn your perception around. What's going on? ^DDD,I12,0,,,,,,
VZ-142,1377280,Sat Oct 28 02:43:05 +0000 2017,Does @VerizonSupport not have live chat anymore online?,1377279,Sat Oct 28 02:44:56 +0000 2017,"@440623 Hi Keith, we can help you here. What problem are you having? ^FEM",I12,0,,,,,,
VZ-143,1811047,Wed Oct 18 02:12:14 +0000 2017,@VerizonSupport Dm?,1811049,Wed Oct 18 02:16:00 +0000 2017,@544111 Direct message us please. ^RMD,I12,0,,,,,,
VZ-144,1782248,Tue Oct 17 23:01:03 +0000 2017,"@VerizonSupport No dsl got a new router, phones work in outlets but not internet Modem light for dsl stays red. Were told no issues in lines",1782247,Tue Oct 17 23:08:56 +0000 2017,@532174 Let's work on it! Please follow and DM us at your convenience. ^DDD,I03,6,,,,,,
VZ-145,2411156,Tue Nov 14 16:02:07 +0000 2017,@117830 I just put in a call to FIOS to switch from DIRECTV as my internet and TV service provider because your advertising on @254033 who blatantly now is defending a child perpetrator is unacceptable to me #RoyMooreChildMolester,2411154,Tue Nov 14 16:06:31 +0000 2017,@693234 We would be happy to have you! https://t.co/5XKMT3lOuU ^ACM,I05,3,,,,,,
VZ-146,2525934,Thu Nov 16 04:02:21 +0000 2017,"@VerizonSupport All devices. Dropped streams, slow speeds, reset and restarted devices work fine and then lag, start dropping.",2525936,Thu Nov 16 04:04:52 +0000 2017,@719244 Have you reset the battery back up unit? ^NHP,I02,3,,,,,,
VZ-147,419114,Tue Oct 10 05:02:59 +0000 2017,"@VerizonSupport Haven't checked the ONT, but if the 800# has a recording about an outage I don't think it's me. ;) Just curious if its a planned maintenance",419112,Tue Oct 10 05:06:26 +0000 2017,@214915 We are not aware of a current outage or downtime due to maintenance. ^BAB,I01,4,,,,,,
VZ-148,2741389,Mon Nov 20 18:09:44 +0000 2017,@767941 @115725 Good job Verizon. High service charges is not supposed to equal unreliable service.,2741388,Mon Nov 20 18:12:00 +0000 2017,"@767940 We want your service to be reliable, Joe. Are we discussing your cellular or residential service today? ^BCW",I07,4,,,,,,
VZ-149,1375981,Sat Oct 28 01:47:08 +0000 2017,"Every time I have to reach out to @VerizonSupport, I get a problem quickly and professionally resolved via live chat. Couldn't be happier.",1375979,Sat Oct 28 01:51:00 +0000 2017,"@440316 Thank you, Blitzburgh Brian. We're always just a tweet away. ^NHP",I06,4,,,,,,
VZ-150,805942,Thu Oct 12 17:09:52 +0000 2017,Being switched from Verizon to xfinity is like in TF2 when you're winning and then suddenly you're automatically assigned to the losing team,805941,Thu Oct 12 17:40:00 +0000 2017,@312052 We miss you! We have many different bundles fit for your liking. Use this link to check them out. ^DDG https://t.co/rjKhyIytNV,I05,3,,,,,,
VZ-151,2704673,Sun Nov 19 22:18:47 +0000 2017,"@VerizonSupport 45min wait for customer service...on the phone? See ya, will be canceling tomorrow. #wedontcare",2704672,Sun Nov 19 22:21:00 +0000 2017,@759637 Is this for your Verizon residential or Verizon wireless mobile? ^ADP,I11,4,,,,,,
VZ-152,1785213,Sat Oct 28 23:47:22 +0000 2017,Shout out @115722 for having the shittiest customer service out there 👌,1785212,Sat Oct 28 23:50:00 +0000 2017,@536366 Now I understand that you might be upset but we have always helped you here. What's going on? ^RMD,I12,0,,,,,,
VZ-153,908886,Sat Oct 21 02:46:48 +0000 2017,@115725 @335871 Thank you for being transparent with the facts Verizon. I appreciate you!,908885,Sat Oct 21 02:54:33 +0000 2017,@335870 We appreciate your patience in the matter while we work on getting this resolved. ^JRA,I06,4,,,,,,
VZ-154,2746664,Mon Nov 20 22:25:30 +0000 2017,What's good with the @115725 data outage this morning in South Florida,2746663,Mon Nov 20 22:30:26 +0000 2017,"@769139 We understand your concerns, let us partner you with @115990. ^ADP",I01,4,,,,,,
VZ-155,1179413,Tue Oct 24 21:34:11 +0000 2017,@115722 is there an outage in New Rochelle NY? Can't run my business without it. Need my internet and phone,1179412,Tue Oct 24 21:38:00 +0000 2017,@397383 No major outages that we can see. Are your other services working? ^ACM,I01,4,,,,,,
VZ-156,849137,Fri Oct 13 13:03:13 +0000 2017,@321754 @6592 @10309 some of my center ice channels are blacked out &amp; they don't know why. i had the nash feed of preds-stars. dallas feed was blacked out.,849134,Fri Oct 13 13:07:00 +0000 2017,@304811 Blackouts are determined by the league and implemented by the network. We have no control over them. ^KMG,I04,6,,,,,,
VZ-157,2762492,Tue Nov 21 07:16:08 +0000 2017,@VerizonSupport Peruse ticket #nyeg0m1ucf. @115725 will be receiving formal complaint.,2762491,Tue Nov 21 07:19:48 +0000 2017,@766172 Thank you for the information. Follow and DM for further assistance. ^BAB,I11,2,,,,,,
VZ-158,1499587,Mon Oct 16 22:55:38 +0000 2017,@VerizonSupport We scheduled call because we were told it was the only way to change our service.,1499586,Mon Oct 16 22:58:00 +0000 2017,@468171 Please DM us the details and we will look into it for you. ^TNT,I08,8,,,,,,
VZ-159,62538,Thu Nov 23 02:40:01 +0000 2017,@115722 @VerizonSupport is there an outage in the 19446 area?,62537,Thu Nov 23 02:53:27 +0000 2017,@130327 Not that we are aware of at this time. Are all of your services down? ^HSB,I01,4,,,,,,
VZ-160,2518836,Thu Nov 16 00:30:52 +0000 2017,@115722 Please call me at 631-560-1546,2518835,Thu Nov 16 00:34:00 +0000 2017,@717483 We aren't able to make calls here however we can help! What's going on? ^DDG,I05,3,,,,,,
VZ-161,363931,Sun Oct 08 18:57:46 +0000 2017,@115722 im canceling this week. Internet=crap. Router restarts when it wants too. Router is a replacement i got from you months ago.,363929,Sun Oct 08 19:00:28 +0000 2017,@202247 Let us look into it for you. Please DM us the details. ^TNT,I11,4,,,,,,
VZ-162,357169,Sun Oct 08 15:02:50 +0000 2017,Thank you @115722 for waking me up at 8am on Sunday saying you will be here in 30 mins it’s now 11am still no technician😒,357168,Sun Oct 08 15:04:28 +0000 2017,"@200807 Oh no! If you can follow and DM us, we can take a look at where that technician might be. ^BCW",I08,8,,,,,,
VZ-163,431501,Tue Oct 10 15:00:10 +0000 2017,@115725 has the worst customer service ever.,431500,Tue Oct 10 15:03:30 +0000 2017,@217584 We want you to love our service. Did you need assistance with your cellular or residential service? ^BCW,I11,2,,,,,,
VZ-164,314524,Sat Nov 25 04:14:25 +0000 2017,@VerizonSupport I believe so the tax amount is higher than the rate!,314526,Sat Nov 25 04:17:34 +0000 2017,@191097 What state? ^BAB,I12,0,,,,,,
VZ-165,101370,Wed Nov 29 16:45:42 +0000 2017,"@VerizonSupport when switching channels, I sometimes get a ""popping"" noise through the TV.",101369,Wed Nov 29 16:49:00 +0000 2017,@138189 That's odd! Does this occur often Zack? ^DDG,I04,9,,,,,,
VZ-166,1581823,Sat Nov 04 19:50:16 +0000 2017,@VerizonSupport I only have 1 TV,1581825,Sat Nov 04 20:02:00 +0000 2017,@486940 You will need to unscrew the coax connection from the back of the box and from the jack or splitter if you can get to it. ^ADP,I04,3,,,,,,
VZ-167,594192,Sun Dec 03 18:01:13 +0000 2017,@VerizonSupport New week same result. Full refund please. https://t.co/5H79r7LtTT,594191,Sun Dec 03 18:04:27 +0000 2017,@260751 Plase follow and DM us for assistance. ^TDC,I07,4,,,,,,
VZ-168,1240958,Mon Oct 16 02:46:23 +0000 2017,"@411070 @115725 Mine’s out too, tried rebooting the router but no dice.",1244996,Mon Oct 16 02:51:00 +0000 2017,@412067 Uh Oh! Is the internet light currently lit on your router? ^HSB,I03,3,,,,,,
VZ-169,260669,Thu Oct 05 20:57:41 +0000 2017,@115725 the internet at my house is still NOT WORKING. It’s been four months. It is pretty hard to do your homework without WiFi. FIX IT,260667,Thu Oct 05 21:07:33 +0000 2017,@178053 Oh no let us look into it for you. What state are you located? ^TNT,I12,0,,,,,,
VZ-170,377157,Mon Oct 09 03:28:58 +0000 2017,@VerizonSupport Is there currently as issue with verifying fios accounts online for sites like hbogo and showtime?,377156,Mon Oct 09 03:39:00 +0000 2017,@205495 Follow and DM for further assistance. ^BAB,I04,6,,,,,,
VZ-171,2943510,Wed Nov 29 15:04:52 +0000 2017,@VerizonSupport Sure! This is using the Verizon router. Same location. https://t.co/TEgHmEuybA,2943511,Wed Nov 29 15:08:56 +0000 2017,@813179 Are any devices connected other than the one you are testing on? ^KMG,I03,3,,,,,,
VZ-172,2757157,Tue Nov 21 03:42:44 +0000 2017,@VerizonSupport I'm not using a Verizon router. Also that shouldn't be necessary as this has happened before and usually all you have to do is reset my network from your end.,2757158,Tue Nov 21 03:44:56 +0000 2017,@771620 You can reset the system. Do you know where the Battery Backup unit is located? ^FEM,I06,4,,,,,,
VZ-173,2208989,Fri Nov 10 03:28:03 +0000 2017,@115722 my download speed is 2mb/s can I get faster internet please,2208988,Fri Nov 10 03:30:00 +0000 2017,"@645744 Oh no, is that over a wired or wireless connection? ^JRA",I02,3,,,,,,
VZ-174,177479,Sat Nov 25 01:53:42 +0000 2017,@VerizonSupport I did that and it did not work. It still shows as connected on laptop and devices but nothing is loading,177480,Sat Nov 25 01:55:27 +0000 2017,@157788 What color are the lights on the router now? ^JAY,I04,3,,,,,,
VZ-175,2624714,Tue Oct 31 01:07:21 +0000 2017,@VerizonSupport No. I cancelled my service that is where all the trouble started,2624715,Tue Oct 31 01:10:26 +0000 2017,@741437 Thank you. Please follow and DM us at your convenience. ^DDD,I11,2,,,,,,
VZ-176,2431934,Tue Nov 14 21:03:13 +0000 2017,"@VerizonSupport Why would any of those two problems cause key presses to be delayed? I don't push the button again, it only registers after significant time.",2431932,Tue Nov 14 21:07:29 +0000 2017,"@698005 If it's still acting slow after the reboot, please follow and DM us. ^BCW",I12,0,,,,,,
VZ-177,2551722,Mon Oct 30 15:24:06 +0000 2017,@VerizonSupport Yes online chat. “no outage” - but all techs are busy until Wed? My job depends on online access - I need a company who understands that!,2551724,Mon Oct 30 15:30:30 +0000 2017,@724883 We understand. Our technicians currently have repairs jobs for other customers as well. ^CAR,I08,4,,,,,,
VZ-178,2920205,Wed Nov 29 01:48:11 +0000 2017,@VerizonSupport Both. Seems like the modem is constantly connecting and reconnecting,2920206,Wed Nov 29 01:52:00 +0000 2017,"@808224 Understood, it sounds like it may be over utilization. How many devices are connected wired and wirelessly to the modem? ^JRA",I03,3,,,,,,
VZ-179,681549,Thu Oct 12 19:12:17 +0000 2017,@VerizonSupport Cell. There was a fraud purchase on my account that should have been removed over a month ago.,681551,Thu Oct 12 19:13:30 +0000 2017,@282654 Thanks for the tweet! We'll refer this to our wireless colleagues @115990 since we handle Fios and DSL accounts. ^DDD,I10,5,,,,,,
VZ-180,3960,Sat Nov 25 23:04:26 +0000 2017,@VerizonSupport Yes,3959,Sat Nov 25 23:07:26 +0000 2017,@116661 So are you seeing a black screen with the channel information at the bottom? ^JAY,I12,0,,,,,,
VZ-181,1963174,Tue Oct 31 02:03:13 +0000 2017,@VerizonSupport Unfortunately it's still down. We had heavy winds here in central NJ yesterday. Are there any know outages in Monmouth County?,1963176,Tue Oct 31 02:05:00 +0000 2017,@582087 Can you check our outage site to see if you are part of an outage? https://t.co/tdPvxRi4pe ^FEM,I01,4,,,,,,
VZ-182,471738,Fri Dec 01 05:46:13 +0000 2017,@comcastcares no internet reset router 3 times going 2bed get it fixed never had 1 issue with Verizon 2 months in nothing but headaches,471739,Fri Dec 01 05:48:26 +0000 2017,@227338 We have a place for you here in the Verizon family. ^BAB,I03,6,,,,,,
VZ-183,1712649,Tue Oct 17 17:40:44 +0000 2017,"So @Ask_Spectrum, are you trying to drive away all your customers? I'm done with your games and 'systemic schemes to defraud.' Hello, Fios! https://t.co/QDkCVmFyDL",1712648,Tue Oct 17 17:46:00 +0000 2017,@490745 We are happy to have you once engineering finishes! ^ACM,I10,5,,,,,,
VZ-184,1242032,Thu Oct 26 01:35:50 +0000 2017,@VerizonSupport Strange tht a tech needs to come to property to troubleshoot an upload issue. ONT can't be accessed &amp; reviewed remotely? https://t.co/xUBOsp5Geu,1242033,Thu Oct 26 01:39:40 +0000 2017,@411349 The technician will need to check your ONT. ^NHP,I08,4,,,,,,
VZ-185,996192,Sun Oct 22 16:17:51 +0000 2017,@115722 you guys are really the worst! You call center representatives do unauthorized transactions and refused to put it back!,996191,Sun Oct 22 16:22:00 +0000 2017,"@355953 We want to help make this right, Nadine. Can you please follow and DM us. ^BCW",I10,5,,,,,,
